article,rating
"Now, the VOA Special English program WORDS AND THEIR STORIES.Each week, this program explains the many meanings of English expressions. Today¡¦s expressions include a very important word ¡V heart.We will try to get to the heart of the matter to better understand the most important things about words and their stories. So take heart. Have no fear about learning new expressions. Besides, popular English words can be fun. There is no need for a heavy heart. Such feelings of sadness would only break my heart, or make me feel unhappy and hopeless.",1
"Now, let us suppose you and I were speaking freely about something private. We would be having a heart to heart discussion. I might speak from the bottom of my heart, or say things honestly and truthfully. I might even open up my heart to you and tell a secret. I would speak with all my heart, or with great feeling.When a person shares her feelings freely and openly like this, you might say she wears her heart on her sleeve, or on her clothing. Her emotions are not protected.",1
"If we had an honest discussion, both of us would know that the other person¡¦s heart is in the right place. For example, I would know that you are a kind-hearted and well-meaning person. And, if you are a very good person, I would even say that you have a heart of gold. However, you might have a change of heart based on what I tell you. Our discussion might cause you to change the way you feel about something.But, let us suppose you get angry over what I tell you. Or worse, you feel no sympathy or understanding for me or my situation. If this happens, I might think that you have a heart of stone. And, if you say something to make me frightened or worried, my heart might stand still or skip a beat.",1
"Yet, even though you may be angry, I would know that at heart, you are a kind person. In reality, you do care. And any argument between us would not cause me to lose heart or feel a sense of loss.My heart goes out to anyone who loses a friend over an argument. It really is a sad situation, and I feel sympathy for the people involved.",1
"I promise that what I have told you today is true ¡V cross my heart.I really wanted to play some music at the end of this feature. In fact, I had my heart set on it. So here it is, ¡§Don¡¦t Go Breaking my Heart by Elton John.(MUSIC)This VOA Special English program, WORDS AND THEIR STORIES, was written by Jill Moss. I m Faith Lapidus.",1
"Rarely do the names Descartes and Voltaire emerge during a debate on global economic policy. But when they do, it often means Christine Lagarde is using philosophy to drive home a sophisticated point about the markets.",1
"As the first female Finance Minister of any G-8 nation, Lagarde knows well what it takes to break down barriers. In France she has tirelessly pursued intelligent reforms of the economy with a no-nonsense approach. And with her counterparts in the G-20, she has forcefully advocated for greater adherence to international standards, ensuring a race to the top rather than the bottom.",1
"As president of the New York Fed and as Secretary, I've met Lagarde a number of times. In each encounter, her lightning-quick wit, genuine warmth and ability to bridge divides while remaining fiercely loyal to French interests have been a source of admiration. In capitals around the world, as governments  seek economic recovery, there is shared appreciation that in Paris sits Christine Lagarde.",1
"Professor Roy Millen had loved his wife devotedly, and now she was dead. ..... He made his plans to go abroad, to England, to work in the libraries there, as he and his wife had planned. It was what she should have him do, he told himself. And the book would be a kind of monument to her. He would dedicate the book to her. As he walked slowly back from the campus to his house in the late afternoons or early evenings of spring, he would try to compose the. saying the words aloud to himself as he looked up at the paling, peach-colored sky beyond the newly leafed branches. He had decided to sail in June, as soon as he could leave after commencement.",1
"I hear you're going away for a year, Professor Millen, Tom Howell said, standing respectfully before Professor Millen's office desk. Then he added, in a dutiful tone. To work on your book.Yes, Professor Millen said, ""to work on my book. Then, as though recollecting himself, he made a little gesture toward the chair in front of the desk, and said, Won't you have a seat, Howell?Are you going to finish it in a year? Howell asked, and sit down.",1
"I'm hoping ......the boy hesitated, fumbling in his pocket to draw out a folded paper, I'm hoping to be able to go abroad next year. If I can make it. That's what I wanted to see you about, Professor Millen.Anything I can do, I'll be glad to do.It's a scholarship. A French scholarship, and I was hoping you'd recommend me. I have had a lot of work with you, and all. The French Department will recommend me, but I have done my minor in English, you know. What you'd say would count a lot.",1
"Howell, Professor Millen said, putting the tips of his fingers together and  the boy, I ve never had a better student than you are. Possibly never one as good. I ll say that in my . I ll write a strong one. He felt his as he spoke, and a suffused him as though at the of some piece of happiness, some success for himself.",1
"I certainly appreciate it. the boy said. This is about the only thing I've got in sight for next year, and I'm. Oh, I  I could get a little teaching job or something for a year or two to save up some money to go on. I don't think I to ask my family for any more ¡K.. they've been swell, putting me through college and giving me that trip to France two years back ¡K",1
"Yes, yes. Professor Millen said abstractedly, oh, yes, you did go over one summer, didn't you? Oh, that was just for fun,  Howell said, but this time it would be for work, And when I get back I ought to be able to get a pretty good job so I could save enough to get my Ph. D. quick. Up East.A year of study in France will be a fine opportunity,Professor Millen said. That and  which had filled him like a promise of happiness was waning now, he did not know why. He wished the boy would get up and go and leave him alone.",1
"Oh, it'll be an opportunity, Howell agreed, and I¡¦m not going to waste it. The work'll be fun, and there  to be a little fun besides, I was in Paris for two weeks ¡K.. and you know how Paris is, it sort of knocks you off your feet, You've been there?",1
"Yes, yes,  Professor Millen said hurriedly, impersonally, almost impatiently, his face from the boy and looking off across the of lawn. wondering why he had lied, why he had told the boy he had been to Paris. He watched some students, two boys and a girl, who moved across the sunlit, open space. They moved lingeringly. It seemed they would never be across that bright, open space of green where the sun was. Then they were gone, hidden by the screen of foliage.",1
"Professor Millen turned and brought his to rest again on the boy. The boy was forward, his face smiling. Professor Millen saw, as if for the first time, the blond, crisp hair combed back from the square the confident of the blue eyes, the comfortable, confident way the coat hung from the good shoulders.",1
"The boy stood up. I ve stayed too long. I know you've got a lot of work to do.No, Professor Millen said.And I certainly appreciate your. The address of the scholarship committee is on here, he said, and laid a printed sheet on the desk. That's the circular, and all the information. I ll attend to it right away, Professor Millen said. Thank you, the boy said, and was gone.",1
"For a few minutes Professor Millen sat there, his eyes on the bare wall his desk. Then he read the circular. He laid it back on the desk and pressed a button. When the secretary came in, he handed her the printed sheet. ¡§The address is on that,¡¨ he said, and waited while she copied it. Then he said, ¡§I'll give you the letter.¡¨ He studied the wall for a moment, then began.",1
"¡§Gentlemen. I can truthfully say that I take the most sincere pleasure in to you Mr. Thomas Howell. In my long career as a teacher I have never had a better student. He has an and and, as is so often not the case with young men of his the and honesty of a true scholar. I am sure that if he is appointed to ¡K¡¨ He looking at the wall. ¡§I am sure that ¡K¡¨ he said at last, then stopped.",1
"The secretary, her pencil above her pad, waited while Professor Millen seemed to to sink within himself. Her foot made a slight reproachful sound as she changed her position in the chair. She, too, began to look out the window, where Professor Millen¡¦s gaze now was fixed.That¡¦s all ¡K all for the present.¡¨ Professor Millen said, suddenly. Just hold that and I¡¦ll finish later. I¡¦ve just thought ¡K¡¨ he managed to look directly at her ¡K ¡§of something else I¡¦ve got to do. There¡¦s something else.¡¨",1
"After the secretary had left the office, closing the door softly behind her, he did not move some time. Then he again looked out the window. The shadows were lengthening over the smooth lawn. The faintest premonitory flush was touching the of white cloud visible toward the top of his window. Before long now he would be going home. He picked up the circular. He read it again very carefully, on it almost painfully, as though he were an illiterate trying to extort some secret from the words. He lifted his eyes from the sheet at the chair where the boy had sat leaning forward, the pleasure shining on his clear, handsome face, the good coat riding easy on his shoulders, saying, ¡§¡Kyou know how Paris is, it sort of knocks you off your feet. You¡¦ve been there?¡¨",1
"Without looking up, he addressed an envelope hurriedly, the pen making a dry, sound. Then he and stamped the envelope, inserted the sheet, put the letter into his pocket, picked up his hat, and left the office. lie would, he remembered, pass a postbox on his way home.",1
"Walter Cronkite, who died on July 17, became known as the most trusted man in America during his tenure as the anchorman for the ¡§CBS Evening News.¡¨ He became something of a national known for his unflappable voice and daily benediction: And that¡¦s the way it is.",1
"Before appearing on television, Mr. Cronkite worked in print and on radio. In the 1930s, he worked for the radio station KCMO in Kansas City, Mo., where he read news and broadcast football games under the name Walter Wilcox. He was fired from the station in a over  practices he considered shoddy.",1
"Mr. Cronkite became a star when he was chosen to lead CBS¡¦s of the Democratic and national in 1952, the first election year in which television outshone radio.",1
President Harry S. Truman speaking to Mr. Cronkite in 1952. Mr. Cronkite knew every United States president since Herbert Hoover.,1
Mr. Cronkite with former President Dwight D. Eisenhower on a program marking a D-Day anniversary.,1
"On the day Mr. Kennedy was shot, Mr. Cronkite briefly lost his composure, taking off his glasses and wiping away a tear. It was an uncharacteristically personal note for a man who did not like to express opinion.",1
"Newsmen working election night 1964 at CBS included, from left, Harry Reasoner, Roger Mudd, Eric Sevareid, Mike Wallace, Robert and Walter Cronkite.",1
"""Change is coming,"" the new president promises. For investors and savers, that offers reasons to be both hopeful and. More than likely, your personal finances already have been through enough change this year to last a lifetime. So job one, for the new president, is to faith in the.",1
"Most believe that the worst of this recession already is upon us. Goldman Sachs & Co. for example, are that real U.S. domestic product (the total of goods and services produced) will at a 5% annualized rate this quarter, followed by a 3% drop in the first quarter of 2009, a 1% in the second quarter and then 1% growth in both the third and fourth quarters.",1
"""When are very it takes events to make them feel better,"" Sterne says. The Obama administration's spending program, lower gas prices and a new refi could help do the trick by midyear, she says.But if she's wrong, the will be forced to go back to the drawing board for a way to keep fears of a from the national psyche.",1
"The March 30 attack has prompted soul-searching not just in Rowland Heights but also in China ¡X the and her attackers were ""parachute kids,"" part of a new wave of Chinese who live in Southern California and attend local schools while their parents remain back home. kids typically stay in private homes in the San Gabriel Valley, paying for room, board, and parenting from their hosts. Most are in high school, though some are younger, studying here to get a jump start on to an American college.",1
"The reason this hard-boiling works so well is really pretty simple, but it helps to know a little bit about how eggs work. Eggs consist largely of protein ¡X mixed with mostly water in the white, or albumen, and mixed with fat and water in the. When the eggs are raw, the proteins are like strands of yarn curled up in little balls. As the eggs are heated, these strands relax and. As they, they bump into each other and link up. (Fun fact: This is why egg ""whites,"" which are clear when raw, are white when cooked ¡X the unfurled, linked-up block light from passing through.)",1
"The higher the temperature, the the linkages, at first getting firmer but gradually getting tight enough that they squeeze out the. That's bad. Even worse, as the egg white warms, it gives off sulfide gas and when that gas meets the iron in the it forms iron sulfide, which is what that green ring is made from. The perfect temperature for a hard-cooked egg is right around 160 degrees (actually a little lower for the white, which doesn't have any fat to it, and a little higher for the yolk, but we'll settle for an average).",1
"This cooking technique is so spot-on because by the time the temperature of the inside of the egg warms to that point, the water has already started cooling, preventing any overcooking. (In my experiments, I found that between 12 and 13 minutes after I removed the pan from the heat, the temperature of the water had already dropped below 160 degrees ¡X essentially stopping the cooking process.)",1
"Furthermore, because the eggs are heated gradually (as opposed to dropping cold eggs into boiling water), you won't have any problems with shells cracking during cooking. That cracking is caused by the sudden heat causing the air pockets inside the eggs to expand rapidly. When the eggs are heated gradually, the air can leak gently out through the porous shells (indeed, you can see the bubbles emerging).And one final hint: The eggs will be much easier to shell if after cooking you give them a gentle crack and then put them in an ice water bath. The cold shrinks the egg just enough to pull it away from the shell. This will be even easier if you use older eggs ¡X the chemistry of the egg changes as it ages, making the white less ""sticky.""",1
"How do I describe Uncle Teddy? Everyone knows him as the Lion of the a liberal icon, a for the less a for health-care a of social here and abroad and now even a Knight of the British. But I know him as the rock of his family: a loving husband, father, brother and uncle. He's a man of great and character.",1
"His personal story that is built through struggle and hardship, and he shares that strength with and empathy. Channeling his own experiences with tragedy and loss, he has personally touched the lives of countless others who have had to their own.",1
"Teddy, 77, is a figure not just in the Democratic Party but in American politics in general. That's because he with energy and and he that caring to serving people in need and fighting on of their causes. While he and I do not agree on every political issue, I have always admired his ability to work across the on matters such as health care, rights, education and the environment.",1
"His in is. I have personally benefited from his experience and advice, as I know countless others have. As a Teddy has a clear gift for with people and showing true leadership. Through his actions, he proves that public service isn't a hobby or even an but a way of life.",1
"The new is bringing health care back to the forefront of the and there is one man I know who will push tirelessly to make quality health care and affordable for all Americans. With Kennedy leading the charge, nothing will stand in the way.",1
"His quarters were so built that the didn't bother to include a bathroom. When duty calls, Guan must trudge to the toilet. Yet at $65 a month, it's all he can. Money is so at times that he has learned to his hunger with a single steamed bun a day.",1
"This wasn't how things were to be for Guan, a 24-year-old broadcast who sports an easy smile and has a love affair with foreign film. A native of China's northeastern Rust Belt and the first in his family to earn a college degree, Guan thought opportunities would come more easily.",1
"he is one of an 3 million jobless or underemployed college graduates in China, products of a mass social experiment by central planners to churn out more professionals for  the Ant Tribe, after the title of a recent book documenting their struggles, they now constitute a vast army of educated young people whose growing restlessness worries the Chinese government.",1
"""They the pain and of a whole generation,"" wrote author Lian Si, a sociologist who spent two years living with and the graduates. ""When all their anger and grievances reach a critical point, a special event could a mass movement.""",1
"Beijing is urging state-run companies to put college graduates on their payrolls, and it's encouraging degree to work in the countryside. Others are being steered into the military. State media have reported female graduates seeking marriage just end their fruitless job hunt.",1
"The ants' story began a little over a ago, in 1999, when the Chinese government an plan to university enrollment by 30%. At the time, the country's factories were suffering from the Asian financial crisis. Planners believed a rise in college rolls would help China transition from a largely export-driven,  to a more one by white-collar workers.",1
"enrollment quintupled to 20 million students by 2008; last year 6.1 million Chinese earned diplomas, up from 1 million in 1999. But it soon became clear there weren't enough suitable jobs for these freshly graduates. Beijing has college enrollment growth to 5% annually.",1
"""Everyone's realized the government has failed to create enough jobs,"" said Su Hong, 23. The graduate was one of 1 million Chinese who took a civil service exam in December to compete for 15,000 openings. ""People's are getting lower and lower,"" she said.",1
"For grad Guan, a college degree was to be a leg up from his working-class roots in Fushun, an industrial city best known for its open-pit coal mine.After graduating last year from Bohai University in his home of Liaoning, a region better known to as Manchuria, Guan headed for Beijing. He was one of thousands to apply for work at a television station. He made it to the final round of six. Two were chosen, but not he.",1
"off the he joined three college buddies living in a cheap called Fuyuanmen, or Gate of Fortune and Destiny, in a far-northwest section of the capital. Homeowners there, sensing the for affordable started putting additions on their square, gray-brick houses. Guan's landlord purchased two prefabricated metal shelters, the type used to house Chinese laborers on sites, and attached them to his roof. He then subdivided them like rabbit hutches to create four rooms, each about the size of a typical American bathroom.",1
"To reach his room, Guan must climb a to the roof, which doubles as a patio. The four friends share one sink and cook on an electric hot plate covered with a waxy of. The quarters are often but Guan's Manchurian roots have toughened him to Beijing's frosty winters.",1
"Guan has done what he can to enliven his. He laid interlocking colored foam on the floor to act as a carpet. He hung a $1 poster of. His visited from Liaoning province and affixed cartoon monkey stickers to the tatty walls. She gave him a teddy bear in denim overalls. It sleeps with Guan under his Mickey Mouse and Donald Duck bed sheets. Nearby is an empty cookie box where he stores his DVDs. One of his favorites is Michelangelo Antonioni's 1966 classic ""Blow-Up.""",1
"Despite the and dirty conditions, Guan is stoic. ""The bathroom situation is inconvenient,"" he admitted. But ""Chinese people are used to small spaces. My friends say my room is.He speaks to his parents several times a week but has provided few details about his squalid home. He tells them he's living comfortably and asks them not to send too much money.",1
"Guan found a couple of gigs, but nothing well-paid or satisfying. Still, he would not waver from his goal of a job in television. He had invested too much and it was too soon to give up. On he would show up at employers' offices unannounced. Some would talk to him. Others angrily asked how he got their address. He felt he had to try harder because he lacked the family or so central to aancement in Chinese society.",1
"With millions graduating from college each year and few jobs awaiting them, the country's central planners worry that a mass social experiment that created a class of professionals is backfiring.",1
"Then in early January, a friend told him to meet with a producer at a state television movie channel. A 30-minute interview went smoothly. The asked Guan for his favorite film. He said ""The Shawshank Redemption."" The that Guan study classic Chinese film.",1
"A week later, after over the history of Chinese on the Internet, Guan got a callback. The channel wanted to hire him, but only for an internship paying just a few hundred dollars a month. With no other options, Guan agreed. ""Mentally, this is the job I want. But materially it's not,"" Guan said. ""I'll have to see if I can make it work.""",1
Reporting from San Francisco -- The California Court appeared divided Wednesday over how to handle a $15.6-million jury won by a model who discovered his face on a jar of Taster's Choice coffee.,1
"The case is being closely watched by the entertainment and media industries. The Motion Picture Assn. of America and the Los Angeles Times have sided with Nestle USA Inc., the maker of Taster's Choice, while the Screen Actors and the American of Television and Radio Artists support the model, Russell Christoff.",1
Christoff said he posed for Nestle in 1986 for $250 and had a signed contract that he would receive more money if his picture was used in advertising. The contract also said that any other use of his photograph had to be negotiated.,1
"Standing in line at a Home Depot store in May 2002, Christoff, then a teacher, said a woman told him he looked like the guy on the coffee. Two months later, Christoff saw his on a coffee while shopping at a Aid drugstore.",1
Christoff unauthorized use of his image for commercial purposes. Nestle said it mistakenly believed that it had permission to use the photo and had been using it for years on Taster's Choice labels.,1
"An appeals court in Los Angeles threw out a 2005 against Nestle on the grounds that Christoff missed a legal deadline. The court said the case fell under the purview of invasion-of-privacy law, covered by a rule that says suits must be brought within two years of the publication at issue. Previous cases decided under that rule involved claims of defamation.",1
"In Wednesday's held in Los Angeles and monitored at the court's San Francisco headquarters, Justice Kathryn Mickle Werdegar said the rule was directed at single publications by newspapers and broadcasts but that the Nestle case involved ""a continuing course of conduct.""",1
"""That doesn't seem to fit a long marketing of a product with someone's misappropriated image,"" she said. She likened the use of Christoff's photograph to theft.Kelli L. Sager, Los Angeles Times said a ruling against Nestle could harm newspapers and threaten freedom of speech.""But this is a which in my mind puts it into a different light,"" Werdegar said.",1
"Justice Ming W. Chin, however, indicated that the rule for the news media should apply to product labels, while Chief Justice Ronald M. George suggested that the court did not have enough information to determine whether Nestle's use of the photograph constituted a single publication that would have invoked the two-year legal deadline. The trial court did not take evidence on that question.",1
Justice Joyce L. Kennard asked whether a case misappropriation of a person's likeness was more akin to an infringement of a than an. The lawyers for Nestle said no. Christoff's lawyer said yes.,1
"""This is not a case that has anything to do with free speech,"" said Colin C. Claxon, representing Christoff. ""This is a case about free advertising.""The court's decision in Christoff vs. Nestle USA is due within 90 days.",1
"Model Russell Christoff, whose photo appeared on Taster¡¦s Choice coffee labels for years without his knowledge, won a $15.6-million against Nestle USA in 2005.",1
"Fastball, changeup or curve? Inside or outside, high or low? Slide step or full leg kick? There are hundreds, if not thousands, of a considers over the course of a nine game. Decisions, decisions.For UCLA¡¦s Gerrit Cole, one particular decision¡Xmade with consideration, due and enough to satisfy any thinker¡Xhas come to define who he is as a baseball player. Selected in the first round of the 2008 Major League draft, Cole was in a position to start his professional career with a seven-figure signing and fulfill his childhood dream of playing for the New York Yankees.But he said no.",1
"e was a away from playing for the most organization in all of sports. But he said no.Oh, to be 18 and talented enough to turn down more money than most people will make in a lifetime. But unlike most young Cole was not one of those kids who bounced between sports depending on the time of year. Yes, he dabbled a bit in soccer and football, but for the most part, he was a baseball player, focused on the diamond.",1
"Passion for the Yankees was a family affair, as dad Mark was a fan from New York. Father and son would catch their team on TV every chance they got. In 2001, the elder Cole scored a pair of tickets to see the Yanks play the Diamondbacks in the World Series in Phoenix. Heading into enemy territory, 11-year-old Gerrit felt right at home, donning his Yankee gear and carrying a sign pledging his allegiance to the visiting team. A heartbreaking loss in that series only his love for the team. And for the game.¡§I was sooo skinny,¡¨ recalls Cole, looking back on the formative days before he entered Orange Lutheran High School. But as he hit his mid teens, his appetite grew¡Xfor baseball and for food. ¡§I¡¦d come home from practice and eat the whole refrigerator.¡¨",1
"he means everything in the refrigerator, but with the way his body filled out to its current six-four, 215 pounds, who knows? With the extra weight came extra and lots of it. His fastball, which topped out in the mid-70 mph range as he entered high school, began to pick up. By the start of Cole¡¦s year, he was at more than 80 mph, and by the end of high school, his pitches reached the mid 90s. And that is the kind of speed that draws attention.In the world of Southern California baseball, where there are no secrets, word spread quickly. MLB scouts began appearing. So did agents. Scott Boras, who represents a majority of the sport¡¦s high players, showed up naturally and became an ¡§unpaid adviser.¡¨ The title allowed Cole to maintain his NCAA just in case.",1
"During a phenomenal senior season, in which he went 8¡V2 with a 0.47 ERA and 121 strikeouts in 752/3 Cole was regularly throwing a hot 98 miles per hour. Scouts, who were as blown away as the might have had their radar guns recalibrated to ensure their accuracy. ¡§You just don¡¦t see that type of arm unless you go to a major-league stadium,¡¨ says UCLA head coach John ¡§and even then, maybe only twice a week. A continent away, the big-market, big-money Yankees were well aware of Cole¡¦s talent, and last June, the team made him the 28th pick in the 2008 draft. That slot, considering the quality of the player and the wealth of the team that chose him, was worth millions. Florida high school and shortstop Casey Kelly¡Xchosen by the Boston Red Sox two picks later¡X got a signing bonus of $3 million. So, what the heck is Gerrit Cole doing at UCLA?",1
"Well, what at first might seem to be a pleasant from the old ¡§star athlete leaves school, early money grab¡¨ clich? might actually be something a bit less pure¡X and a bit less romantic.Yes, education is important to the Cole family, and college is a. But this was not just about that. It was about taking and and unemotionally watching the scales tip one way or another. Instead of a quick reach for mounds of money and a to the minors to learn the ways of baseball¡Xwhich would extend beyond honing his pitches to developing professional poise, understanding game and dealing with success and failure¡XCole made another choice. It was about far more than¡Xit was about life.",1
"¡§We did a ton of thinking¡Xjust an amount of thinking about this,¡¨ says Cole. ¡§My dad has a Ph.D., and he¡¦s a real visual kind of guy, so he made charts, and we went over financial figures, comparing people who are drafted in the first round and have somewhat of a baseball career with others who graduated college and the average of what they make in baseball and afterward. And money wasn¡¦t the only charted: The Coles evaluated whether three years in the minors would necessarily a shorter path to the majors than three years of college. And if an 18-year-old is truly ready for the real world of professional baseball.",1
"As they UCLA waited on pins and needles in its own private yes-or-no. As the college route seemed to become the clear choice, there was still one possibility at the Cole family. To truly consider all the factors, they had to account for the very real possibility of a career-ending injury. It was the availability of specialized insurance¡Xa little-known benefit sold through the NCAA and open to athletes who, in the governing body¡¦s words, can ¡§realistically receiving a amount of money as professional athletes¡¨¡Xthat tipped the scales.",1
"All the bases were covered. With a new policy in his back pocket and the old thunder still in his right arm, it was a done deal. Gerrit Cole was headed to UCLA.But what about that offer from the Yankees? ¡§There never was one,¡¨ says dad Mark, who was well aware of the reasonable range of the impending windfall. ¡§It was a decision based on what was the best route for Gerrit at the time.¡¨So no, ¡§Let¡¦s hear the number just for fun¡¨? Weren¡¦t the Coles even curious?",1
"¡§No. We didn¡¦t need to hear an offer,¡¨ insists the elder Cole. ¡§I made it very clear to the Yankees that if we went down that road and talked about money or other aspects of a contract, it would just be giving them the wrong impression.¡¨ The kid was going to school no matter what.On August 15¡Xdeadline day for a player to sign a contract¡Xthe Bruins coaching staff was gathered anxiously in the baseball office.When the phone rang, Coach looked up to see Cole¡¦s number on his caller ID. He hit the speaker button, hoping for the best but fearing the worst, as the room fell silent. The call didn¡¦t last all that long, but its reach will extend through the 2011 season. Three minutes on the phone became three years of firepower for the Bruins.",1
"¡§When I hung up, yeah, there was a good bit of a celebration,¡¨ says, smiling at the memory. ¡§Our staff knows this guy is a special talent, and we were going to have the oppor?tunity to get to groom him and his ability.¡¨ Cole¡¦s freshman year was an unquestionable success. He finished the regular season with an ERA of 3.49, a minuscule opponent batting average of .191 and 104 strikeouts in 85. He was named to the All Pac-10 team and was one of the first 17 players across the country invited to try out for the U.S. National Team¡Xwhich he made.",1
"Sure, a long-term plan is nice, but how many families would pass up buckets of right now for any reason? ¡§Four million is not four million,¡¨ insists Gerrit with the of a high-priced accountant. ¡§It¡¦s two million. You have to pay taxes, an agent¡Xit¡¦s not four mil. My dad and I broke it down to the nth degree.¡¨ Still, to a college kid, that¡¦s a lot of coin¡Xand he does occasionally think about the decision. ¡§I see the fancy cars in Beverly Hills, and I¡¦m like, Jeez, I could have one of those...¡¨For now, though, he¡¦ll have to settle for throwing gas, not burning it. And you get the feeling there¡¦s more than one fancy car in Gerrit Cole¡¦s future.",1
"BARRY LEBROCK, a 23-year sportscasting vet, is host of the FSN nightly show Final Score. He has penned two sports books and lives in L.A. with his wife and two daughters.",1
The cable cars take about 5-10 minutes to reach the top of the mountain and they travel at a speed of up to 10 meters per second.,1
"The Cableway was first built almost 79 years ago. On 4 October 1929 the Cableway opened its doors to its first visitors. The opening led by the then mayor of Cape Town, drew 200 guests.Since then three have taken place, with the most recent in October 1997.",1
"Number of Visitors to the Cableway. To date the Cableway has transported more than 18 million passengers to the summit.800 000 visitors from all over the world use the Cableway annually. Even with so many visitors, queuing time is due to the new system.",1
"The 65 passenger cable car runs from Tafelberg Road to the top of Table Mountain. The floor giving everyone a 360 degree view on the way up. The cable car was imported from Switzerland and there are only 2 other such cable cars in the world, one in Titlis in the Swiss Alps in Switzerland, and one in Palm Springs in America. The cable cars take about 5-10 minutes to reach the top of the mountain and they travel at a speed of up to 10 meters per second. The cable cars can carry a maximum weight of 5200 kg and works on a counter weight system weighing 134 each. The length of the cables are 1200m. The cables weigh 18. The height of Table Mountain at its highest point is 1085m. The round cable car offers excellent aerodynamics in Cape Town¡¦s famous strong South Easter winds. The base of the cable car is in fact a water tank that can carry up to 4000 litres of fresh water used to ballast during the windy season, they also supply fresh water for visitors.",1
"Do you work well under pressure? In most cases, the best answer to this question is answering yes. Working well under pressure is a good to have. However, I think if you answer that you work the same with pressure and without pressure, the interviewer will be more impressed. However, you will need to explain in words why this is better. Here are some of my answers.",1
"""I work well under pressure because I use the pressure to help me work more efficiently.""""I enjoy working under pressure because I believe it helps me grow. In my previous experience, I always worked well during deadlines, and I always learned how to work more efficiently afterwards.""""I work well under pressure because I don't panic. I maintain self control and work as efficiently as possible. In all my experiences, I did well and I always enjoyed the experience.""""During times of pressure, I try to prioritize and plan as much as I can. After I'm organized, I really just put my head down and work hard in a smart way. I don't let the pressure affect me. So I believe I work well under pressure.""",1
"""To tell you the truth, I think I work the same if there's pressure or if there's no pressure. I try and take out negative emotional factors and work hard regardless of down time or busy time. I always prioritize and organize my work, and from there, work efficiently. If the situation involved pressure due to a lack of time, then the only difference in my work would be the extra time I would need to put in to meet the deadline on time. Since I believe my normal work is great work, then I suppose I work well under pressure."" I like this answer because it is different than the standard answer. If you are not comfortable with this answer, then you can use the next one. ""I have a couple of friends who hate working under pressure. I don't know if it's odd, but I really enjoy working under pressure. I use the feelings of pressure as a tool to motivate me to work harder and more efficiently. In my last job, I remember we had a project to complete in 4 days where it usually took 10 days. There was a lot of panic by some team members, but I ensured everyone that if we concentrate on the task and work real hard, we can complete the project. It took a lot of overtime, and the last day we were in the office until two AM, but we managed to finish. It was hard work, but I really enjoyed that experience."" You might not have experienced this example before, but what is preventing you from making something up? To tell you the truth, I never experienced it before either. There are some things you shouldn't lie about because they can find out about it such as your GPA or what school you attended, but a story such as the one I included above cannot be by the interviewer. The only thing you have to be careful about is being able to answer follow up questions.",1
"Each person has unique talents and potential to live a life filled with purpose and. Nevertheless, very often we don't even try to look for our strengths throughout our whole existence. But the significant truth is that it's never late to make changes happen, it's never late to look at each circumstance from a brighter. We are the captains of our wonderful journeys in life. Opportunities are all around us. We only have to seize them and be open for accepting the amazing gifts of life. The steps below will help you go forward to your greatest dreams and feel the glory of true success.",1
"Find your mission in life. Reveal that unique sense of purpose within you, which will make you get up each morning with motivation and enthusiasm. Think about what are your inner values and what are the things you are truly about. Then start doing it. That is when you will suddenly feel the warm light shining within you. That is when you will experience the empowerment you were always searching for. When making decisions, think about whether they are in with your beliefs and values. This is the key to inner harmony.",1
"Sometimes we hesitate stepping out of our comfort zone, but the truth is that the significant miracles start to happen right outside it. As soon as you have the courage to discover new horizons, you will see that challenges are a part of the wonderful journey of life, which is filled with value and happiness. Don't be afraid. Say yes to new chances, say yes to new peaks of mountains. You will see that you have abilities you haven't even wondered about. You will see that so many things you thought were impossible will become your achievements as soon as you do one extra step forward. You are the one who shapes your reality. Make sure that it's full.",1
"Remember, the fear exists only in your mind. You can transform the fear into determination and for. The only thing required from you is that bold decision to do so. Obstacles are opportunities to grow and excel your own expectations. Nothing is impossible, if you have a strong desire, faith and. Don't be afraid of failing. Be afraid of never doing anything valuable in your life. You were born to try until it's done. Not everything in life is achieved easily. But your greatest goals are worth your hard work and. Fight for your dreams and you will succeed. There is no other way.",1
"You have the right to choose your. But you have to take full for creating your life. Don't depend on and opinion of others. Pursue your deepest desires and make choices based on your and values. You fully deserve to have prosperity, harmony and joy in life. Make the choice of feeding the positive thoughts in your mind. Make the choice of accepting the wonderful gifts of the universe. Make the choice of succeeding. Make the choice of being.",1
"One day at a mall in Ventura, Calif., a real named Jonell McLain had a epiphany. She had just sold a house and wanted to buy her a box of candy. Honestly that was all. That was the only reason she was out shopping.",1
"¡§Over the next three weeks Jonell was surprised how often she thought about the diamond necklace,¡¨ Cheryl Jarvis writes in ¡§The Necklace,¡¨ an inspirational-bling book that means to position itself somewhere between ¡§The Five People You Meet in Heaven¡¨ and ¡§The Sisterhood of the Traveling Pants.¡¨ Jonell McLain¡¦s innocence turned inspirational when she realized she could buy the necklace for entirely unselfish and uplifting reasons.",1
