,Catagory,Content,Similar_Label
10,Taiwan News,"The Directorate-General of Highways (DGH) yesterday said it might have to postpone the opening of the Tamkang Bridge (?¡P??¡Ó???¡±???) until after 2020 due to a lack of interest among construction firms in building it.The structure, which connects the Port of Taipei and Danhai New Town (?¡P???¡P??¢X??????), was once ridiculed as a bridge ???that would only emerge during election time,??? as many politicians made building it one of their key campaign promises.Construction of the 6km-long bridge began three years ago and was then estimated to cost NT$14.1 billion (US$466.67 million at current exchange rates). The DGH divided construction into three projects that were put up for tender.The first two, which involve building connecting roads at both sides of the bridge, were begun in October 2014 and January last year.However, the tender process for the construction of the main part of the bridge has failed three times, the DGH said.To facilitate the bidding process, the highway authority said that it is planning to raise the construction funds for the third project from NT$8.4 billion to NT$9.4 billion in the hopes of attracting qualified bidders at a tender session scheduled for May 23.The completion of the bridge would be set back until 2021 at the earliest, it said.The bridge, which is to be designed by London-based Zaha Hadid Architects, would be the world???s longest asymmetric cable-stayed bridge with a single pylon.Apart from car lanes, the highway authority said that it is to allocate space on the bridge for a light-rail system connecting New Taipei City???s Tamsui (?¡P??¢X?) and Bali (??????) districts.The Tamkang Bridge would help shorten the travel distance for people traveling between Tamsui and Bali by about 15km, shaving 25 minutes off their travel times.Travelers between the two  areas must now cross Guandu Bridge (????????¡±???) in Taipei???s Beitou District (??????).",1
11,Taiwan News,"Mysterious stone stacks that appeared in the ???Green Tunnel??? near Taitung County???s Luye Township (??????) are the spontaneous designs of local residents, the Yongan Community Development Association has revealed.The Green Tunnel is an avenue of interlocking foliage that extends for about 20m from the Wuling Bridge to the edge of Highway No. 9.A man who frequently travels along the highway, who wished to only be identified as Wumi (????¡Ó?), said it was the first time he had seen so many stone stacks of different shapes by the side of a road, adding that they are ???great creations.???The lack of any explanation or plaques along the road added to visitors??? curiosity.One passerby, surnamed Hsu (??¡Ó), said that hikers would often stack stones, or tie a piece of rope on forked roads to indicate the correct path, but added that there were no forked roads near the stone stacks.Another passerby, surnamed Chen (???), said that at first glance she thought the stones were for a religious ritual, but that there were no other signs indicating that.Other visitors emulated the stacks, even adding flourishes such as placing snail shells on top.The Yongan Community Development Association Director-General Liao Chung-hsun (?????????) said the stone stacks lining the road were the ???entirely spontaneous creations of community residents.???According to Liao, Liyuan Farm owner Liao Cheng-chung (?????¢G???) began the trend after visiting the Formosan sika deer park near Wuling Bridge.About three years ago, Liao Cheng-chung said he suddenly had the urge to stack stones into piles whenever he was outdoors, whether on the mountain, by the sea or on the road.He soon learned how to make higher stacks by balancing them according to their centers of gravity and began to create various shapes and designs, such as a seesaw, he said.He loves to stack to stones by rivers, to contrast the flowing water with the stationary stones, he said.He said he began to stack stones after helping to clean up the road, adding that other volunteers then followed suit.All the stacks are finely balanced and impermanent, he said.He said he is happy to see other stacks, which all display their creators??? creativity and that he expects the practice to continue for some time.",1
12,Taiwan News,"From today, to gain a driver???s license, applicants must pass a road test in addition to a written test and an off-road test.Previously, applicants for licenses to drive light vehicles were only required to pass a written test and a simulated road test at an off-road course.The new rules stipulate that successful applicants must gain a minimum of 85 points in a written exam and 70 points in the road and off-road tests.The new rules also emphasize safe driving habits and require test-takers to check their surroundings, tires and underneath their vehicles before they commence their journeys.They must also look to see if there are any people or vehicles behind them before they start the test, the new regulations stipulate.Failure to follow any of the stipulated conditions results in a 32-point penalty, which means that the applicant automatically fails.Under the new rules, applicants who fail to fasten their seat belts, use their indicators before changing lanes or making a turn, or open their car doors properly on entry and exit, also incur a 32-point penalty.The road test has been in place since March last year on a trial basis, but is now to become mandatory.The Directorate-General of Highways on Saturday said that driving on road markings, which also results 32-point deduction, was the most common mistake drivers made in the road test during the trial period.The second-most common mistake was failing to properly open car doors and the third was failing to signal when turning, it said.",1
13,Taiwan News,"More than 13,000 people have used the online patient referral system launched in March by the National Health Insurance Administration and more than 11,000 of them have successfully made appointments, the agency said.In celebration of the 22nd anniversary of the National Health Insurance (NHI), the agency on Saturday held a public event at Taipei???s 228 Peace Memorial Park to promote the hospital classification and patient referral systems.Over the past 22 years, many people have become accustomed to seeking treatment directly at medical centers and large hospitals, no matter whether their illnesses are severe or not, which is not beneficial for the healthcare system, agency Director-General Lee Po-chang (?????¡Â???) said.The agency encourages people to seek treatment at clinics or regional hospitals near their homes and have the doctor there refer them to medical centers if they need further diagnosis or treatment, he said.Through the online system, ???referral counters at medical centers will contact you and tell you when appointments are available and with which doctor,??? Lee said. ???This is more convenient for patients than letting them figure out where and how to make an appointment by themselves.???He said the referral system works both ways ??? as people with chronic diseases who have been treated at medical centers or large hospitals, become more stable, they can be referred back to local clinics or hospitals for regular checkups.Many doctors at local clinics or regional hospitals have been fully trained at medical centers or large hospitals, so people should not be concerned, Lee said, adding that an effective hospital classification system could help reserve resources at medical centers for people with more serious conditions.",1
14,Business,"More than 50 firms listed on the local main board and the over-the-counter market plan to give their employees a pay raise matching or beating a raise announced by contract chipmaker Taiwan Semiconductor Manufacturing Co (TSMC, ??¢X??????), data showed on Saturday.TSMC, the world???s largest pure foundry operator, last week announced that it would raise its employees??? salaries by between 3 and 5 percent this year, the same as last year, making the chipmaker an exception in the nation, where wages have stagnated for years.TSMC has been dubbed one of the ???happy enterprises,??? because it raises wages every year.Numerous listed companies are planning to follow TSMC???s example, according to their filings to the Taiwan Stock Exchange (TWSE).Integrated circuit packaging and testing services providers King Yuan Electronics Co (????????????) and Powertech Technology Inc (???????¡±????); radio frequency integrated circuit supplier RichWave Technology Corp (????????????); and Medigen Biotechnology Corp (????????????) will raise salaries by between 3 and 5 percent, TWSE data showed.Gym equipment maker Keysheen (Cayman) Holdings Co (??????????????¡±???) plans to raise salaries by between 1 and 8 percent, according to the data.Taiwan Cement Corp (??¢X??¢G?¢X???¢D), the nation???s largest cement supplier, and Internet and communications device maker Radiation Technology Inc (?????¡Â?¡±????) are planning to hike wages by between 2 and 7 percent, TWSE data showed.Biotech firms Microbio Co Ltd (????????????) and Oneness Biotech Co Ltd (????????????) plan to raise wages by between 2 and 10 percent, while Formosa International Hotels Corp (?????¡Â??????) would increase wages by between 3 and 6 percent, according to the data.Movie theater operator Wanhwa Enterprise Co (?????¡Â????¢D?) plans to raise salaries by between 3 and 15 percent this year, the data showed.Apart from wage hike, TSMC distributed NT$44.84 billion in bonuses to its employees last year, with each employee receiving NT$1.07 million on average .The company last year posted a record NT$334.25 billion (US$11.061 billion) in net profit, with earnings per share of NT$12.89.",1
15,Business,"Flat-panel maker Innolux Corp (??????) became the second-largest TV panel supplier in the world in the first quarter of this year, according to market advisory firm TrendForce Corp (???????¡±????).Innolux shipped 9.94 million TV panels globally in the first quarter, down 9.3 percent from the previous quarter, due to slowing demand for some high-priced TV panels, including 39.5-inch models, TrendForce said on Monday last week.Another factor was the company???s failure to increase its yield rates for high-end TV panel production, it said.South Korea???s LG Display Co maintained its No. 1 ranking, shipping 12.63 million TV panels in the first quarter, down 7 percent from the previous quarter as part of its TV panel production capacity was allocated to other types of screens, TrendForce said.China???s BOE Technology Group (?????¡Ó???) ranked third with shipments of 9.41 million TV screens, down 2.8 percent from a quarter earlier, while another Chinese company, China Star Optoelectronics Technology Co (??¡Â?????????), was ranked fourth with shipments of 8.97 million TV panels, a 3.3 percent quarterly decline, TrendForce said.South Korea???s Samsung Display Co fell from No. 2 to No. 5 in the global ranking, with a 27.6 percent quarterly decline in shipments to 8.86 million units after it discontinued its seventh-generation production line in December last year, TrendForce said.Taiwan???s AU Optronics Corp (????????????) remained in sixth place, posting first-quarter shipments of 6.63 million TV panels, down 6.7 percent from a quarter earlier, TrendForce said.Global shipments of TV panels totaled 60.16 million in the first quarter, down 10.7 percent from the previous quarter, according to the data.In other tech-related news, outbound sales of Taiwan-made memory chips soared about 40 percent annually in the first quarter on the back of demand for Internet of Things and automotive electronics applications, the Ministry of Economic Affairs said.In the January-to-March period, Taiwan???s exports of memory chips totaled US$2.37 billion, up 39.1 percent from a year earlier, the ministry said on Tuesday last week.The increase was driven by higher demand in a wider range of applications and high-tech devices as the global economy showed signs of a recovery, the ministry said.Another factor was a relatively low comparison base in the same period last year, when inventory adjustments were in progress, the ministry said.China and Hong Kong have been the top market for Taiwanese memory chips and remained so in the first quarter, accounting for 76.6 percent of total exports, the ministry added.China and Hong Kong together bought US$1.82 billion worth of memory chips from Taiwan, up 35.3 percent from a year earlier, with DRAM chips accounting for 66.3 percent of the total, the data showed.Singapore was the second-largest destination, absorbing 8.3 percent of Taiwan???s memory chip exports, followed by Japan (5.8 percent), South Korea (2.2 percent), the US (1.6 percent) and Germany (1.4 percent), according to the data.",1
16,Business,"The US has kept Taiwan off an intellectual property rights (IPR) watch list for the ninth year in a row, in recognition of the nation???s efforts to protect IPR, the Bureau of Foreign Trade said on Saturday.The annual Special 301 report, released on Friday by the Office of the US Trade Representative, reviewed more than 100 nations and identified trade barriers to US companies and products due to intellectual property law, such as copyright, patents and trademarks.Taiwan was placed on the watch list in 2004, but was removed in 2009 and has not been listed since.TRADE SECRETSTaiwan has continued to enforce protection of trade and business secrets, the office said in its report.However, it said that it hopes Taiwan would step up protection of trade secrets and push for government agencies??? use of authorized software, pharmaceutical innovation and market access.The report also said the US would continue to push for IPR protection under the framework of the WTO.The bureau said that Taiwan has been working to amend the Pharmaceutical Affairs Act (??¢D??????), the Copyright Act (????????????) and the Trademark Act (?????????), and looks forward to continued communication with the US through the bilateral Trade Investment Framework Agreement, a mechanism for dialogue on trade between the two sides.CHINA ON PRIORITY LISTMeanwhile, China remained on the office???s ???priority watch list??? for trade secret theft, rampant online piracy and counterfeiting, with high numbers of physical pirated and counterfeited products exported around the globe.In addition to China, 10 other nations, including India, Indonesia, Thailand and Russia, were put on the priority watch list, while 23 nations, including Vietnam, Switzerland, Canada and Mexico, were put on the watch list, the report said.",1
17,Business,"New Balance Athletic Shoe Inc has won a rare legal victory in China in an intellectual property dispute: A court has ordered five shoe manufacturers and sellers to pay the state US$250,000 for using the US shoemaker???s signature slanting ???N??? logo.The company has battled legions of counterfeit manufacturers, taken on a rogue supplier who exported its shoes at a deep discount and, most recently, struggled in court to win the use of its Chinese name.In a preliminary decision, the Suzhou Intermediate People???s Court on Monday last week fined the five companies for breaching an injunction issued in September last year prohibiting them from selling shoes with the logo, according to a report in China Intellectual Property Magazine.The US$250,000 in fines is to go to the state. The court is to issue its final judgment at the end of this month, at which time New Balance could get damages.New Balance senior global corporate communications manager Amy Dow confirmed the penalty, saying the brand used by all five was called New Boom.Dow said New Balance sued under China???s anti-unfair competition law, because the country???s trademark laws ???currently provide slight loopholes for these brands to exist.??????These actions are significantly more costly than traditional counterfeit enforcement measures, but New Balance believes strongly in the protection of our intellectual property,??? she said.Chinese manufacturers copy everything about a product, but with a slight modification of the brand name. For New Balance, that meant consumers ran into New Boom, New Barlun and New Bunren ??? brands that are protected under China???s trademark law.???Parasite brands are fast becoming the scariest form of ???counterfeit??? within China,??? Dow said in an e-mailed response.Dow said another Chinese court had awarded New Balance US$550,000 last month in a judgment against companies making New Bunren brand shoes.Separately, New Balance has an outstanding case against manufacturers using the brand New Barlun.",2
18,Business,"If you want to be at the epicenter of global growth in the next few decades, you could do worse than relocate to somewhere like Kigali, Foshan or Belo Horizonte.That is because many cities that are still comparative backwaters on a global level will become major contributors to economic performance thanks to fast population growth, according to a report by HSBC Holdings PLC economist James Pomeroy.While wealthier countries are more urbanized, the proportion of urban-to-rural dwellers in emerging markets is expected to climb to 63 percent in 2050 from 50 percent now, according to the study, which draws on research by McKinsey & Co and the UN.By 2050, about 5 billion people are to live in emerging-market cities and account for more than half of global GDP growth.???The rise of medium-sized cities in emerging markets, both in terms of their size and wealth, will mean that investors need to focus more on emerging markets and the policy decisions that are being made there,??? Pomeroy said. ???These cities will start to play a bigger and bigger role in the world economy, and understanding what is going on there will be even more important.???That means policymakers will have to balance the upsides of urbanization ??? economies of scale, better productivity and infrastructure, chance encounters that lead to new ideas, better productivity and infrastructure ??? with the potential downsides, in the shape of increased crime, pollution and perpetually snarled traffic.If that does not happen, these ill effects could sap economic potential, Pomeroy said.The urban areas experiencing the biggest increase in population will probably be in Africa.Kigali, Rwanda???s capital, is expected to see its population of 1.3 million double in the next 15 years.To help prepare for that the city has developed a master plan for transportation and housing, with the aim of being a slum-free city.By 2030, 81 of the world???s 100 most populous cities are to be in emerging markets.",1
19,Business,"CPC Corp, Taiwan (CPC, ??¢X??¢G??????) yesterday said it would lower gasoline and diesel prices for a second consecutive week by NT$0.5 per liter, effective today.The price cuts reflect a downward pressure on international crude oil prices due to Libya???s resumption of production at its biggest oil field, Sharara, and market doubts over the effectiveness of output cuts by OPEC, the state-owned refiner said in a statement.RISING US OUTPUTIncreasing oil production in the US has also depressed prices and threatens to weaken the impact of OPEC???s cuts.CPC said its average crude oil costs last week fell US$2.04 per barrel from the previous week to US$50.33 per barrel.Taking into account the New Taiwan dollar???s appreciation of NT$0.199 against the US dollar, CPC said it would cut wholesale prices for diesel and gasoline products by 3.62 percent, which translates into a decrease of NT$0.5 per liter for both gasoline and diesel.Prices at the pump are to be NT$21.3 per liter for super diesel, NT$23.7 per liter for 92-octane unleaded gasoline, NT$25.2 per liter for 95-octane unleaded gasoline and NT$27.2 per liter for 98-octane unleaded gasoline, CPC said.SPECULATIONPrivately run Formosa Petrochemical Corp (??¢X?????????) on Saturday announced similar cuts.Formosa in a press statement said that market speculation that Russia would likely increase its oil production after an extension of OPEC-led supply cuts affected market sentiment last week.Additional reporting by Bloomberg",1
20,Business,"The urban farm craze is finding fertile ground in New York, where 10 young entrepreneurs are learning to grow greens and herbs without soil, bathed in an indoor, psychedelic light.In a ???hothouse??? of invention in a Brooklyn car park, each farms a container, growing plants and vying for local clients in the heady atmosphere of a start-up, fighting against industrially grown food, shipped over thousands of kilometers.Meet the farmer-entrepreneurs at Square Roots, a young company with a sharp eye for the kind of marketing that helps make Brooklyn a center of innovation well-equipped to ride the wave of new trends.???It is not just another Brooklyn hipster thing. There is no doubt the local real food movement is a mega-trend,??? said Tobias Peggs, one of the co-founders, a 45-year-old from Britain who previously worked in software.???If you are 20 today, food is bigger than the Internet was 20 years ago when we got on it,??? he said. ???Consumers want trust, they want to know their farmers.???He set up Square Roots with Kimbal Musk, brother of Tesla Inc chief executive officer Elon Musk, and they have been training 10 recruits since November last year.Already well-established in parts of Europe ??? the Netherlands in particular ??? the technology is still being pioneered in the US.The greens are reared in an entirely closed and artificial environment that can be completely controlled, grown vertically and irrigated by a hydroponic system that feeds them water mixed with minerals and nutrients.Wylie Goodman, a graduate student finishing a dissertation on urban farming at Cornell University, said New York was a captive market for the innovations.???It makes total sense,??? she said. ???You???ve got a well-educated and wealthy population willing to pay a lot for good local food??? ??? in this case US$7 per single pack of fresh greens delivered to your door.New York and its environs have seen constant innovation in urban agriculture from rooftop gardens to the huge AeroFarm complex in neighboring Newark and Gotham Greens, which grows greens and herbs in ultra-modern rooftop greenhouses that can be harvested before breakfast and on a New York plate for lunch.Halfway through his year-long apprenticeship, Peggs said the 10 young entrepreneurs have already learned how to grow food customers want to buy.The next stage will begin within a year, he said, with the creation of ???campuses??? capable of producing greens ??? similar to the one in Brooklyn ??? in other large US cities before the initiative rolls out ???everywhere.???His enthusiasm is contagious. About 100 people who took part in a guided tour of the farm this week were for the most part not only willing to shop the greens but also appeared to be mulling over setting up something similar.However, there are downsides to the business model.If indoor farms can be adapted to grow strawberries and blueberries, ???no one with a background in agriculture??? thinks they would replace traditional, soil-based farms, Goodman said.In addition, products with a denser biomass, such as cereals or beets, are out of reach for the moment.???If I grew beets, I would have to sell it for US$50 a head,??? Peggs said.The working conditions are also an issue.???Do you really want to work in an enclosed, glowing environment???? Goodman asked.Besides, the lighting is too expensive and cultivation spaces at reasonable cost too few, at least for now.",1
